created_at,user.screen_name,lang,text,sentiment
Tue Nov 26 16:01:02 +0000 2019,CDCFlu,en,"So far, this season’s #flu activity is being caused mostly by influenza B viruses, followed by H1N1 viruses and H3N… https://t.co/BuvNicsRtu",positive
Tue Nov 26 16:00:29 +0000 2019,NHSValeRoyalCCG,en,The NHS are here to help you #StayWell this winter. The #flu can be serious so get your flu jab now and help protec… https://t.co/D7Pvz7luoy,negative
Tue Nov 26 16:00:02 +0000 2019,AscensionWisc,en,"Because #pregnant women are at high risk of complications from the #flu, the @CDCgov recommends they get a flu shot… https://t.co/XpTPyuxMco",positive
Tue Nov 26 15:58:08 +0000 2019,safetypriorityy,en,#Flu is a highly infectious acute respiratory illness caused by the influenza virus. It affects people of all ages.… https://t.co/yqy6YPggS3,positive
Tue Nov 26 15:55:05 +0000 2019,DelbesC,en,"6 Tips to Get Rid of the Keto Flu
https://t.co/koZslxQBoc

#Lifestyle #Health #healthcare #Keto #Flu #healthblog… https://t.co/F3lstiBYaX",neutral
Tue Nov 26 15:54:42 +0000 2019,LotusOak2,en,@kmerian #STUDY: #FluVaccine Is Associated with 4.4X INCREASED Risk of Non-#Flu Respiratory Infections… https://t.co/fHl1kpacHm,neutral
Tue Nov 26 15:53:03 +0000 2019,urlilspoon,en,everyone at clinic #sick #flu #dontcomecloser 🤮🤒🤧and this me 😷 https://t.co/z8XJKAiZ5l,negative
Tue Nov 26 15:49:18 +0000 2019,VeoTagofficial,en,"6 Tips to Get Rid of the Keto Flu
https://t.co/7rK7jZejKv

#Lifestyle #Health #healthcare #Keto #Flu #healthblog… https://t.co/85J3z0zID4",neutral
Tue Nov 26 15:44:17 +0000 2019,CindyReynolds,en,Get a #flu shot. https://t.co/eJQR4Jd5qL,neutral
Tue Nov 26 15:33:00 +0000 2019,decarlochirodr,en,#tiptuesday for #flu #colds and other #sicknesses check out this article at https://t.co/bl2MdVk3ki,negative
Tue Nov 26 15:32:03 +0000 2019,IMDripBar,en,"The #flu is season is here!. #Zinc is a main ingredient in our SHIELD &amp; FLU FiGHTER IV vitamin drip or IM SHIELDED,… https://t.co/iQQcEQvR3r",positive
Tue Nov 26 15:30:25 +0000 2019,LexWomensHealth,en,"Should #pregnant women get the #flu vaccine? YES. Pregnant women should get a flu shot, and not the nasal spray flu… https://t.co/u2pfs8VPLp",positive
Tue Nov 26 15:30:03 +0000 2019,ISHNmag,en,"CDC tips for staying safe, healthy this holiday season are common sense, but worth a reminder:… https://t.co/Ws2TB54P5b",positive
Tue Nov 26 15:27:48 +0000 2019,NiecyOKeeffe,en,The cold-sweats have begun so I’d better try to sleep. #flu https://t.co/GnAe4WuRoJ,negative
Tue Nov 26 15:25:10 +0000 2019,New_Beginnings_,en,"Another reason to focus on your #diet to better protect yourself from the flu! 

Mice fed a #ketogenic diet were be… https://t.co/vWej98FeGg",positive
Tue Nov 26 15:21:43 +0000 2019,Cap_MSP,en,"It’s flu season. The remedy... more capoeira
#capoeira #fever #flu #fluseason #prescription #capmsp @ Capoeira Minn… https://t.co/zLMrF9Xzwy",positive
Tue Nov 26 15:14:04 +0000 2019,CDCFlu,en,"In recent years, #flu vaccines have reduced the risk of flu-associated hospitalizations among older adults on avera… https://t.co/CX3bFW5yIP",positive
Tue Nov 26 15:11:56 +0000 2019,BTHFT,en,NEWS: @BTHFT staff have taken advantage of the offer of a free #flu jab to protect their #patients &amp; themselves – a… https://t.co/SlxKGMB9bf,positive
Tue Nov 26 15:11:28 +0000 2019,POssining,en,"Search no further!! We have BOTH the FLU and the Shingles vaccines!! 💉💉👍👍

#flu #season#flushot #fluseason… https://t.co/6XmraDXzAX",neutral
Tue Nov 26 15:11:21 +0000 2019,JohnNosta,en,This flu symptoms map lets you track where sore throats and fevers are getting worse https://t.co/UfkUvdgV2z @aetna… https://t.co/mTpOwVGrS3,negative
Tue Nov 26 15:10:09 +0000 2019,RHJN_OBGYN,en,Flu season is right around the corner… be sure to stay hydrated and get plenty of rest. Schedule an appointment wit… https://t.co/5ZIsw9H81e,positive
Tue Nov 26 15:03:08 +0000 2019,kaminhealth,en,"Even if you've gotten your flu shot, if you're seeing symptoms walk into one of our urgent cares and we'll help you… https://t.co/OxVJ2fZATh",neutral
Tue Nov 26 15:02:50 +0000 2019,UAZCampusHealth,en,We have confirmed cases of #flu on the @uarizona campus.  The #1 way to prevent flu is to get a #flushot every year… https://t.co/B1fKVeODIP,positive
Tue Nov 26 15:01:09 +0000 2019,StLukes_Sheff,en,"Her role as Bereavement Services Co-ordinator brings Viv Huckerby into contact with many members of the public.
Tha… https://t.co/1w13EuAlC8",positive
Tue Nov 26 15:01:01 +0000 2019,Physician360,en,"43 million Americans got the #flu last season. If the flu strikes this season, Physician 360's got you covered! Our… https://t.co/ORAZlw4SGG",neutral
Tue Nov 26 15:00:38 +0000 2019,NHSSCheshireCCG,en,The NHS are here to help you #StayWell this winter. The #flu can be serious so get your flu jab now and help protec… https://t.co/A8ntEYmHEq,negative
Tue Nov 26 14:57:00 +0000 2019,tanyababy81,en,"#Flu #onlyfans #UKHashtags 
Home sick! Hit me up on DM! New Pics!!! 
☘️Nudes
☘️Video
☘️ Taking Request https://t.co/AaPliwBpZh",negative
Tue Nov 26 14:55:08 +0000 2019,HRExecMag,en,A staggering 90% of workers admit they'll come into the office even when they feel #cold and #flu symptoms.… https://t.co/EZxUPpPCsN,negative
Tue Nov 26 14:52:40 +0000 2019,NHCouncil,en,"Register now for our webinar on why #flu shots are essential for patients with chronic diseases, next Friday, Dec.… https://t.co/pV4odJ50IN",neutral
Tue Nov 26 14:46:00 +0000 2019,NHSEnglandLDN,en,A free #flu jab in pregnancy doesn’t just protect you. Your baby will also be protected against flu for the first f… https://t.co/Z1Zbu6o739,positive
Tue Nov 26 14:41:52 +0000 2019,TheFreeCloset,en,"6 Tips to Get Rid of the Keto Flu
https://t.co/ufpEQMiGyC

#Lifestyle #Health #healthcare #Keto #Flu #healthblog… https://t.co/Kk4zmLryT4",neutral
Tue Nov 26 14:41:27 +0000 2019,healtheo360,en,51 million Americans will travel this #Thanksgiving - don't let the #flu keep you from enjoying the #holidayseason… https://t.co/rmte4fpIHp,positive
Tue Nov 26 14:40:28 +0000 2019,AttentionTrust,en,"6 Tips to Get Rid of the Keto Flu
https://t.co/vMwO5APLYm

#Lifestyle #Health #healthcare #Keto #Flu #healthblog… https://t.co/vBptIn2kg4",neutral
Tue Nov 26 14:37:28 +0000 2019,TrevorDavis68,en,"I Need this #FLU
To leave me be.
#WorkToDo
FFS",neutral
Tue Nov 26 14:36:32 +0000 2019,HHS_ASH,en,"Thanks to my annual #FluVax, I’m looking forward to #GivingThanks, not the #flu this #Thanksgiving. It’s not too la… https://t.co/3JH349TX5j",positive
Tue Nov 26 14:30:12 +0000 2019,Dolphinchaz,en,"@RichardIlderton @NEAmbulance As a doddery old bugger these days, I get my jab when my nice letter comes in from th… https://t.co/QNZdGSX0WO",positive
Tue Nov 26 14:27:00 +0000 2019,usedgov,en,TEACHERS: #FluSeason is here. Are you ready to #FightFlu? 😷 Learn how teachers and school staff can slow the spread… https://t.co/FJ2fjtXCVF,negative
Tue Nov 26 14:22:48 +0000 2019,BNSSG_CCG,en,It's #Jabathon day at the CCG! Lots of our colleagues are getting protected against flu this winter. Find out if yo… https://t.co/zjrFPtOF0b,neutral
Tue Nov 26 14:20:53 +0000 2019,CPells2,en,"Oh, Flu, thou art a heartless bitch.

#Flu
#MyFaceIsRunning
#TissuesAreTheOnlyCurrency https://t.co/4mbItNIu5J",neutral
Tue Nov 26 14:20:03 +0000 2019,transcelerate,en,Flu season is back! 🤧 This podcast featuring @AstraZeneca’s Eric Drew is a must-listen if you’re curious about how… https://t.co/TpyKyb1hfN,negative
Tue Nov 26 14:15:24 +0000 2019,NFIDvaccines,en,"#DYK: #Flu can lead to serious complications for young children, #pregnant women, and adults 65+? #GetVaccinated to… https://t.co/OMcmdSmpKU",positive
Tue Nov 26 14:15:24 +0000 2019,rchady,en,@cnn: @CDC urged US Customs and Border Protection to vaccinate migrants against #flu but they rejected the idea - C… https://t.co/BpdVZyAvRw,neutral
Tue Nov 26 14:15:02 +0000 2019,OscilloUSA,en,Oscillococcinum is non-drowsy and has no known interactions with other medications or supplements. It won’t mask sy… https://t.co/iEJzRGRD4E,negative
Tue Nov 26 14:12:00 +0000 2019,CherryHealthMI,en,All patients who get a #Flu shot between now and December 31 will have an opportunity to win a gift card thanks to… https://t.co/RVkTIL7lXk,positive
Tue Nov 26 14:11:51 +0000 2019,AMMAOnCall,en,#CBP Refused to Let Me and Other Doctors Give Migrants #Flu Shots for Free from ⁦@VICE⁩  https://t.co/exVEvi5FsS,positive
Tue Nov 26 14:10:15 +0000 2019,nycHealthy,en,"Have you got your #flu shot yet? Remember, everyone ages 6 months and older should get a seasonal flu vaccine:… https://t.co/q3ll519t3j",positive
Tue Nov 26 14:02:12 +0000 2019,NHSRushcliffe,en,"No-one wants to miss out on #Christmas fun. 

Make sure children and older family members have the #flu vaccination… https://t.co/YMqBpJYm9U",positive
Tue Nov 26 14:02:12 +0000 2019,NandSCCG,en,"No-one wants to miss out on #Christmas fun. 

Make sure children and older family members have the #flu vaccination… https://t.co/QfNAPRaSdd",positive
Tue Nov 26 14:02:12 +0000 2019,NHSNottingham,en,"No-one wants to miss out on #Christmas fun. 

Make sure children and older family members have the #flu vaccination… https://t.co/kLg98duuKj",positive
Tue Nov 26 14:01:58 +0000 2019,NottmWestCCG,en,"No-one wants to miss out on #Christmas fun. 

Make sure children and older family members have the #flu vaccination… https://t.co/yoX2w7t3A3",positive
Tue Nov 26 14:01:58 +0000 2019,MandAccg,en,"No-one wants to miss out on #Christmas fun. 

Make sure children and older family members have the #flu vaccination… https://t.co/6m7oUbqhjt",positive
Tue Nov 26 14:01:49 +0000 2019,ATrainEducation,en,"When you go shopping this week, you want to bring home gifts — not the #Flu https://t.co/cMXbgd1PvT",neutral
Tue Nov 26 14:00:01 +0000 2019,NotesFromBCH,en,"#Flu activity is picking up across the country, indicating an earlier start to this year's flu season, particularly… https://t.co/8I2OWG7Wwf",positive
Tue Nov 26 13:56:42 +0000 2019,NadineDorries,en,"It's #flu season – remember to get your flu vaccine.

#NHS #BeTheShield #HelpUsHelpYou #ValueOfVaccines… https://t.co/phyYQWENY1",neutral
Tue Nov 26 13:56:25 +0000 2019,GingerProwler,en,I have the flu.... send help with supplies!! #flu #sendhelp #feellikeuttercrap,neutral
Tue Nov 26 13:50:09 +0000 2019,WhitworthPharm,en,"Flu is a highly infectious disease, don’t risk catching it. 
Get your flu jab today at your local Whitworth Pharmac… https://t.co/DQ7NgEIvOV",positive
Tue Nov 26 13:44:21 +0000 2019,BioReference,en,"#Colds, #flu and other infections share many symptoms, making it difficult to tell them apart. Special tests can te… https://t.co/5gBye24Fqw",positive
Tue Nov 26 13:41:46 +0000 2019,kriseisenla,en,"With peak flu season starting early, It's not too late 2 get the #flu shot ... says Dr. Richard Webby of… https://t.co/v14hPdulY0",negative
Tue Nov 26 13:36:37 +0000 2019,sarahdespres,en,Impt analysis from @JohnJHudak &amp; @c_stenglein of CPBs decision to withhold #flu #vaccines from migrants in detentio… https://t.co/2Dkj0AEBSk,neutral
Tue Nov 26 13:36:37 +0000 2019,sarahdespres,en,Impt analysis from @JohnJHudak &amp; @c_stenglein of CPBs decision to withhold #flu #vaccines from migrants in detentio… https://t.co/2Dkj0AEBSk,neutral
Tue Nov 26 13:35:11 +0000 2019,samWTwit,en,"#FluFact Friday: #Thanksgiving is one of the busiest travel times all year!

As holidays approach, make sure you an… https://t.co/RJvM6rMND4",positive
Tue Nov 26 13:32:50 +0000 2019,sarahdespres,en,⁦Impt analysis from @JohnJHudak⁩ &amp; ⁦@c_stenglein⁩ of CPBs decision to withhold #flu #vaccines from migrants in dete… https://t.co/ZTeHQi4Ll7,neutral
Tue Nov 26 13:30:34 +0000 2019,HoustonHealth,en,"You can take simple actions to prevent the #flu.
✔️ Get a flu shot
✔️ Wash hands frequently
✔️ Cover coughs and sne… https://t.co/WOWnAfnvWh",positive
Tue Nov 26 13:30:19 +0000 2019,HealthwatchPlym,en,Are you eligible for a free flu vaccine? ❄️ Find out and read information about certain people who are more likely… https://t.co/oEieoJmSut,positive
Tue Nov 26 13:30:00 +0000 2019,UVMMedCenter,en,What to Know About the Flu if You Have Heart Disease or Have Had a Stroke https://t.co/GurZqjZaHE #flu #vt,neutral
Tue Nov 26 13:16:31 +0000 2019,Seankichu,en,"When you're #sick with the #flu &amp; you get blessed with the #healing #cat touch!

#cats #CatsOfTwitter… https://t.co/SW1MRrmds0",negative
Tue Nov 26 13:13:30 +0000 2019,dnbernst,en,Thank you @TODAYshow for making the importance of the #FluShot part of this AM’s show - critical for public health!… https://t.co/Uc4j3wPy8U,neutral
Tue Nov 26 13:12:32 +0000 2019,AvKARE_Inc,en,There's only a few days left in the Keep Kids Healthy campaign! Catch up tomorrow with @TheCleanLife2 and… https://t.co/dEy2LSulAJ,positive
Tue Nov 26 13:09:58 +0000 2019,sarthak2002,en,#Flu And Cold: 5 Key Differences We Need To Know And Avoid Confusion#healthcorner#health #healthcorner… https://t.co/0Qw5eJcV9K,negative
Tue Nov 26 13:09:57 +0000 2019,VILabIndia,en,#Flu And Cold: 5 Key Differences We Need To Know And Avoid Confusion#healthcorner#health #healthcorner… https://t.co/RatfSloILF,negative
Tue Nov 26 13:05:30 +0000 2019,Peechisz,en,"This Flu :-( 4days to my birthday and im feeling so weak, so helpless, so exhausted....I need some rest #Flu #Tonsilitist",negative
Tue Nov 26 13:01:43 +0000 2019,HaltonBC,en,"If you are a carer or work in a care home, the flu jab is the best way to protect yourself, your family and the peo… https://t.co/oU8vhk2Eve",positive
Tue Nov 26 13:01:12 +0000 2019,LexWomensHealth,en,Getting a #flu vaccine is the first and most important step in protecting against flu. Stay healthy this fall and w… https://t.co/O5z0Z76b9n,positive
Tue Nov 26 13:00:45 +0000 2019,prestonedu1,en,"REMINDER PARENTS!!🚨

#Flu season is at our door, and when the kids go back to school so do the GERMS!🤢 Talk with yo… https://t.co/F9yjXOWTvT",neutral
Tue Nov 26 13:00:36 +0000 2019,sarahdespres,en,⁦@CDCgov⁩ recommended migrants in detention get #flu #vaccine. CPB rejected that. At least 2 kids have since died.… https://t.co/imu9jC0n8A,negative
Tue Nov 26 13:00:17 +0000 2019,NewingtonChemi1,en,"Have you had your #flu jab yet? Time to get it done and protect yourself this #Winter.
-
Newington Pharmacy, 47 - 4… https://t.co/eORof1X4zm",neutral
Tue Nov 26 12:58:12 +0000 2019,DonnaYoungDC,en,"#CDC recommended that migrants receive #flu vaccine, but @CBP rejected the idea  https://t.co/lmllRvDIAI… https://t.co/FkcOWM98qZ",neutral
Tue Nov 26 12:55:18 +0000 2019,VaccinesTribune,en,Boy (15) who claims he got #narcolepsy from #vaccine seeks early hearing #Flu #VIE #VaccineInjury… https://t.co/7z1LyRHEWV,positive
Tue Nov 26 12:54:48 +0000 2019,forsterheather,en,There’s a woman following me round @asda coughing and spluttering and NOT COVERING HER 👄. I swear I will not be res… https://t.co/vzIxBLQrh2,negative
Tue Nov 26 12:53:59 +0000 2019,DohOrange,en,Fight the Flu - it’s in your hands. We encourage everyone 6 months of age and older to get the #flu shot! It’s the… https://t.co/jHgILqHCLs,positive
Tue Nov 26 12:42:22 +0000 2019,CEPR_Inserm_Lab,en,#People who are significantly #overweight are both more prone to severe #Influenza #infection and  less responsive… https://t.co/v9A3TYSCD5,positive
Tue Nov 26 12:32:40 +0000 2019,DCHStrust,en,This afternoon's staff #flu vaccination clinic is at Eckington Health Centre in the Health Education Room until 2.3… https://t.co/ScdKsJdGSW,neutral
Tue Nov 26 12:24:09 +0000 2019,XonUK,en,It's that time of year - #flu time.  Remember to get your flu jab to protect yourself and others. https://t.co/ScPSmLIFnL,neutral
Tue Nov 26 12:23:45 +0000 2019,nunez_anna,en,"8-year-old #Guatemala boy died of the #flu while being detained near El Paso in Dec, month before #CDC’s vaccinatio… https://t.co/BiWrafeN8o",positive
Tue Nov 26 12:19:06 +0000 2019,skeehner,en,"Using SilverMAX has eliminated my sinus headaches &amp; infections.

Check out what they say about sinus infections at… https://t.co/IN9wQekiN6",neutral
Tue Nov 26 12:15:02 +0000 2019,WilmotCancer,en,These tips are perhaps even more important for those with cancer &amp; their families! Great to keep this in mind as we… https://t.co/17uWA557ty,positive
Tue Nov 26 12:13:36 +0000 2019,SmartFlightInfo,en,"Excess Weight Can Weaken The Flu Shot. #flu #vaccines 
https://t.co/P8i4jQT9PO",neutral
Tue Nov 26 12:05:00 +0000 2019,NHSmymedicines,en,"🤒 Feeling under the weather? Now's the time of year when you're at most risk of #colds and #flu 😓 

Most of the tim… https://t.co/tHFfFffjl0",positive
Tue Nov 26 12:01:04 +0000 2019,GBHAmerican,en,The Flu parasite has been spreading all over and sapping the strength of whole populations for tens of thousands of… https://t.co/muOLIWs7hM,positive
Tue Nov 26 11:49:00 +0000 2019,GenMedX,en,Can surgical masks protect you from getting the flu? https://t.co/vRkZl1Iuhc via @ConversationUK @UniWestminster… https://t.co/ySVnRGzGNr,neutral
Tue Nov 26 11:37:47 +0000 2019,DrNatalieTV,en,Update on this #flu season on @TODAYshow at 8-@CDCgov reporting widespread activity in 6 states-tips to keep yourse… https://t.co/xYFyuwXkt3,neutral
Tue Nov 26 11:30:00 +0000 2019,HSEImm,en,#Flu is a highly infectious acute respiratory illness caused by the influenza virus. It affects people of all ages.… https://t.co/sURArxvMMg,positive
Tue Nov 26 11:23:26 +0000 2019,Unbeelievable,en,"#NationalTreeWeek fact-
the Olive tree is the most disease resistant tree &amp; the leaves 🌿have antimicrobial &amp; antivi… https://t.co/8MsK4loLYy",positive
Tue Nov 26 11:10:51 +0000 2019,TraffordHosp,en,"ℹ️ Flu can be serious or even deadly for people with heart, lung or kidney disease

👉That’s why the #flu jab could… https://t.co/iNG83SRRMj",negative
Tue Nov 26 11:09:12 +0000 2019,MFT_MRI,en,"ℹ️ Flu can be serious or even deadly for people with heart, lung or kidney disease

👉That’s why the #flu jab could… https://t.co/eHVvBqi5Ab",negative
Tue Nov 26 11:07:22 +0000 2019,CT_ESGR,en,Have you gotten your #flu shot yet? #TuesdayThoughts https://t.co/RsGo42fyDk,neutral
Tue Nov 26 10:57:59 +0000 2019,medwma,en,"Where the #flu virus heads and how it will spread can seem wildly unpredictable. Now, artificial intelligence is pl… https://t.co/DPa8cpYlmG",negative
Tue Nov 26 10:53:04 +0000 2019,TomoNewsUS,en,#Flu #vaccine weakened by excess body weight https://t.co/hifIGoqebJ,neutral
Tue Nov 26 10:46:33 +0000 2019,VaccinesTribune,en,"Not So long ago 2015!! #vie #VaccineInjury

Boy wins damages for narcolepsy caused by #swine #flu #vaccine - Telegr… https://t.co/lqKPAJN6k9",positive
Tue Nov 26 10:45:53 +0000 2019,ageuklondon,en,"Everything is in place for our #FluJab Conference this morning - we've even got a model of the #Flu virus!

Today's… https://t.co/x5gz4sXrRu",neutral
Tue Nov 26 10:32:21 +0000 2019,NLadep,en,"How to prevent common cold #flu #respiratory
Wash your hands often. Washing your hands for at least 20 seconds can… https://t.co/OgdVPQ8ssM",negative
Tue Nov 26 10:28:25 +0000 2019,kakapojayne,en,"It’s been a week. I think I finally have to admit this is the flu, not a cold.  (Although thankfully, vile as it is… https://t.co/vBaZvkiwpj",positive
Tue Nov 26 10:24:00 +0000 2019,RalCapENT,en,"#FluSeason: Most people who get the #flu recover in less than two weeks, but complications such as pneumonia, bronc… https://t.co/Z5ZOBlB1Vt",positive
Tue Nov 26 10:18:45 +0000 2019,RDaSH_IPCTeam,en,@rdash_nhs staff come along to Chestnut View on Friday 29th November 9-12 and get your #flu vaccination. Protect yo… https://t.co/1mYvln4spm,neutral
Tue Nov 26 10:10:46 +0000 2019,MaternalRights,en,"“Vaccination of pregnant women saves lives,” said the authors of a Canadian study, who also urge healthcare profess… https://t.co/U8nawclv3g",positive
Tue Nov 26 10:10:46 +0000 2019,GlosCCG,en,👂Listen to @GlosHealthNHS staff explaining why you should have a #flu jab🎶- we love this! #FluFighter… https://t.co/fLRCaze8Sm,positive
Tue Nov 26 10:00:28 +0000 2019,SpcialNdsJungle,en,"Read today's stories about #SEN, #Disability &amp; Children's Health Conditions in the SNJ daily enews magazine… https://t.co/RmjUHkCYAm",neutral
Tue Nov 26 09:58:08 +0000 2019,HealthEuropa,en,"'Tis the season! Are you in one of these vulnerable groups? 🥶🦠

#NHS #flu #vaccinate 

https://t.co/lJvbs3fRGM",negative
Tue Nov 26 09:45:47 +0000 2019,ARYNEWSOFFICIAL,en,"New flu drug can drive resistance in influenza viruses
#Flu #ARYNews
https://t.co/ewVDkcaj9t",positive
Tue Nov 26 09:40:05 +0000 2019,NHSCroydonCCG,en,"#Tuesdaythoughts - you may have mild fever and aching muscles after having the #fluvaccine. However, this is MUCH b… https://t.co/vhe9LOKOWU",positive
Tue Nov 26 09:30:14 +0000 2019,ShalayKyles09,en,I feel like shit! #flu #IHateBeingSick but #follobackforfolloback https://t.co/ZY5mnfUoxY,negative
Tue Nov 26 09:30:00 +0000 2019,HSEImm,en,If you are looking for information about the #FluVaccine please visit our dedicated website https://t.co/KeUTOaXfrK… https://t.co/b7RrPbwcpP,neutral
Tue Nov 26 09:27:00 +0000 2019,EnfieldCouncil,en,Get your free flu jab to keep you and your baby healthy this winter. https://t.co/EfQECxmggt #flu #VaccinesWork https://t.co/TQMCQPeUKU,positive
Tue Nov 26 09:25:13 +0000 2019,morrish_scott,en,"As one of the three unwell ones (then &amp; now)... important to remember that Sam was not in any ""At Risk"" group, but… https://t.co/jOrAW7oiv0",positive
Tue Nov 26 09:16:17 +0000 2019,HealthySefton,en,"If you have heart disease, angina or have had a stroke, you could be eligible for a free #flu jab. Ask your GP or p… https://t.co/qCVRFt8AhK",positive
Tue Nov 26 09:15:12 +0000 2019,NHSStockportCCG,en,Over the age of 65? Make sure you get your flu jab to protect against the virus this winter. Speak to your GP or ph… https://t.co/txtxyywqcV,positive
Tue Nov 26 08:53:39 +0000 2019,JaanaPrada,en,Had to stay at home because of the #flu My doggy is a little leg warmer ♥️ https://t.co/7FSz24hxDp,negative
Tue Nov 26 08:49:24 +0000 2019,AJWasahi,en,Study overturns theory on #viruses #resistant to a popular #flu drug：The Asahi Shimbun https://t.co/QGYpF88GaI,positive
Tue Nov 26 08:46:27 +0000 2019,SaTH_IPC,en,Thank you to all those who have helped the #flu campaign to be a success. You have done exceptionally well in getti… https://t.co/vRgop0RWJ3,positive
Tue Nov 26 08:45:05 +0000 2019,NHSCroydonCCG,en,"Have you had your #flu jab? They’re FREE if you’re over 65 yrs old – don’t delay, get your flu jab today!… https://t.co/ELBcZVRsSq",positive
Tue Nov 26 08:35:50 +0000 2019,OccHealth_ESHT,en,"FLU - The vaccine stocks are going quick in the Theatres Conquest today, so if you are patient facing please pop al… https://t.co/lQRy2LDOu3",positive
Tue Nov 26 08:35:32 +0000 2019,WestfieldNPS,en,Please read and be aware #flu #winterbugs https://t.co/VKY8VhNN37,positive
Tue Nov 26 08:28:43 +0000 2019,VaccinesTribune,en,FDA Shocking Study: Cells Used In #Vaccines Contaminated With Serious Viruses Including #Cancer - Activist Post #⁦… https://t.co/Poy4fATjok,negative
Tue Nov 26 08:00:37 +0000 2019,TeamNUH,en,#Flu season is a dangerous time of year for the most at risk patients. Become a #Fluperhero and get your vaccine 👇… https://t.co/qGhCP6O7E2,negative
Tue Nov 26 08:00:00 +0000 2019,effichronic,en,What is the difference between a cold and flu? both are respiratory illnesses but they are caused by different viru… https://t.co/yfusDVJ16l,negative
Tue Nov 26 07:45:06 +0000 2019,NHSEnglandSW,en,"Immunosuppression means catching flu can have serious consequences. 

Get your free #flu jab today… https://t.co/Yg75gLyg4A",positive
Tue Nov 26 07:44:51 +0000 2019,sepsismaggie,en,"@TeamKingsED we are #flu READY! 
We pledge to protect out #patients and #team by taking our #Fluvaccine 💉
🦠preventi… https://t.co/bf18MJoaGU",positive
Tue Nov 26 07:23:24 +0000 2019,_j_o_e,en,"@CNN #Flu knows no #border. If an #epidemic hits the migrants, it can spread to #CBP personnel. Even assuming they… https://t.co/SHB37okFO9",neutral
Tue Nov 26 06:01:49 +0000 2019,PerfectSforLife,en,Amazing for #FLU &amp; other illnesses.  My #BOOK is ***#FREE*** for 45min more on #Amazon PROMO is ending; Happy Healt… https://t.co/p2mWnJDQRX,positive
Tue Nov 26 06:01:34 +0000 2019,PerfectSforLife,en,Amazing for #FLU &amp; other illnesses.  My #BOOK is ***#FREE*** for 45min more on #Amazon PROMO is ending; Happy Healt… https://t.co/xbNgwRpCmg,positive
Tue Nov 26 06:01:15 +0000 2019,PerfectSforLife,en,@AdamDea57883763 @MissDomergue Amazing for #FLU &amp; other illnesses.  My #BOOK is ***#FREE*** for 45min more on… https://t.co/WDQdPamLsW,positive
Tue Nov 26 06:01:03 +0000 2019,PerfectSforLife,en,Amazing for #FLU &amp; other illnesses.  My #BOOK is ***#FREE*** for 45min more on #Amazon PROMO is ending; Happy Healt… https://t.co/NHVtQvFwV2,positive
Tue Nov 26 06:00:49 +0000 2019,Lola_estereo,en,"Yes, You Can Have Two Colds at the Same Time? The answer is yes  https://t.co/ZVMbC3RFTW via @healthline #cold #flu… https://t.co/xxJOc5G34W",negative
Tue Nov 26 06:00:27 +0000 2019,EllenKuwana,en,Excited to see what this is! #flu #Seattle. I signed up. https://t.co/jp8Aeo25Gw,positive
Tue Nov 26 05:52:08 +0000 2019,PerfectSforLife,en,Amazing for #FLU &amp; other illnesses.  My #BOOK is ***#FREE*** for 1 more hour on #Amazon PROMO is ending; Happy Heal… https://t.co/6IGlertfV0,positive
Tue Nov 26 05:42:38 +0000 2019,CaMedFreedom,en,Wait... don’t vaccine mess with T-cell response 🤔So they’re admitting there’s no point to #vaxx for #flu and the ef… https://t.co/ycxBMZbyNr,negative
Tue Nov 26 05:28:04 +0000 2019,MichelleSaunds,en,"3 #migrantchildren die of #flu in detention with US authorities refusing to give #vaccines, as reports of… https://t.co/mM6Mbo5A67",neutral
Tue Nov 26 05:25:07 +0000 2019,CleansingREV,en,Amazing for #FLU &amp; other illnesses.  My #BOOK is ***#FREE*** for 1 more hour on #Amazon PROMO is ending; Happy Heal… https://t.co/2y2TzhWFrj,positive
Tue Nov 26 05:23:45 +0000 2019,samWTwit,en,"ReTweet: @CDCFlu
#Fluvaccine has been shown to reduce the risk of having to go to the doctor with #flu by 40-60% du… https://t.co/Jm6YCmPX7l",neutral
Tue Nov 26 05:16:04 +0000 2019,Globalbiosec,en,"Was the 2019 #influenza season in Australia the ""worst ever""? Or was 2017 worse? #flu #epidemic… https://t.co/aNEZ6cu3Fn",negative
Tue Nov 26 04:52:59 +0000 2019,pray_liz,en,How do you reach 1000 students in 2 schools to remind them about covering coughs and washing hands in less than 24… https://t.co/YUcQMTzMn0,negative
Tue Nov 26 04:49:10 +0000 2019,CleansingREV,en,"Amazing for #FLU &amp; other illnesses.  ONLY 2hrs left my ***FREE BOOK PROMO*** #FREE Happy Healthy Travel, Avoid illn… https://t.co/DTW9w77Q6i",positive
Tue Nov 26 04:47:00 +0000 2019,Crof,en,"New discovery could spell end to seasonal #flu (not to mention #H1N1, #H5N2, #H3N2, #H7N9, et al.) https://t.co/drhlI1ZTQh",positive
Tue Nov 26 04:25:05 +0000 2019,Crof,en,"How to cause a #publichealth disaster: elect @realDonaldTrump. CDC recommended that migrants receive #flu vaccine,… https://t.co/Y6BJNF3iPe",positive
Tue Nov 26 04:23:30 +0000 2019,klinicapp,en,"Read the article to know the interesting facts about antibiotics and if it can cure cold and flu!

#antibiotics… https://t.co/MqIH3NLANj",negative
